country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline
US,United States,Connecticut,3/8/2020,8,2
US,United States,Connecticut,3/9/2020,9,2
US,United States,Connecticut,3/10/2020,4,1
US,United States,Connecticut,3/11/2020,5,-1
US,United States,Connecticut,3/12/2020,5,-2
US,United States,Connecticut,3/13/2020,-4,-12
US,United States,Connecticut,3/14/2020,-7,-3
US,United States,Connecticut,3/15/2020,-13,-8
US,United States,Connecticut,3/16/2020,-7,-23
US,United States,Connecticut,3/17/2020,-27,-31
US,United States,Connecticut,3/18/2020,-27,-34
US,United States,Connecticut,3/19/2020,-33,-36
US,United States,Connecticut,3/20/2020,-32,-37
US,United States,Connecticut,3/21/2020,-38,-26
US,United States,Connecticut,3/22/2020,-43,-29
US,United States,Connecticut,3/23/2020,-47,-45
US,United States,Connecticut,3/24/2020,-43,-47
US,United States,Connecticut,3/25/2020,-46,-49
US,United States,Connecticut,3/26/2020,-41,-48
US,United States,Connecticut,3/27/2020,-42,-47
US,United States,Connecticut,3/28/2020,-48,-35
US,United States,Connecticut,3/29/2020,-56,-38
US,United States,Connecticut,3/30/2020,-43,-49
US,United States,Connecticut,3/31/2020,-42,-51
US,United States,Connecticut,4/1/2020,-40,-51
US,United States,Connecticut,4/2/2020,-44,-51
US,United States,Connecticut,4/3/2020,-46,-52
US,United States,Connecticut,4/4/2020,-47,-38
US,United States,Connecticut,4/5/2020,-50,-38
US,United States,Connecticut,4/6/2020,-39,-52
US,United States,Connecticut,4/7/2020,-41,-53
US,United States,Connecticut,4/8/2020,-46,-54
US,United States,Connecticut,4/9/2020,-48,-55
US,United States,Connecticut,4/10/2020,-45,-62
US,United States,Connecticut,4/11/2020,-44,-40
US,United States,Connecticut,4/12/2020,-65,-45
US,United States,Connecticut,4/13/2020,-57,-56
US,United States,Connecticut,4/14/2020,-39,-52
US,United States,Connecticut,4/15/2020,-36,-52
US,United States,Connecticut,4/16/2020,-40,-52
US,United States,Connecticut,4/17/2020,-42,-51
US,United States,Connecticut,4/18/2020,-51,-38
US,United States,Connecticut,4/19/2020,-41,-34
US,United States,Connecticut,4/20/2020,-39,-50
US,United States,Connecticut,4/21/2020,-46,-52
US,United States,Connecticut,4/22/2020,-40,-52
US,United States,Connecticut,4/23/2020,-41,-51
US,United States,Connecticut,4/24/2020,-45,-51
US,United States,Connecticut,4/25/2020,-37,-33
US,United States,Connecticut,4/26/2020,-50,-36
US,United States,Connecticut,4/27/2020,-40,-49
US,United States,Connecticut,4/28/2020,-33,-50
US,United States,Connecticut,4/29/2020,-37,-51
US,United States,Connecticut,4/30/2020,-42,-51
US,United States,Connecticut,5/1/2020,-37,-48
US,United States,Connecticut,5/2/2020,-32,-30
US,United States,Connecticut,5/3/2020,-30,-28
US,United States,Connecticut,5/4/2020,-30,-48
US,United States,Connecticut,5/5/2020,-27,-48
US,United States,Connecticut,5/6/2020,-35,-49
US,United States,Connecticut,5/7/2020,-31,-48
US,United States,Connecticut,5/8/2020,-37,-47
US,United States,Connecticut,5/9/2020,-35,-30
US,United States,Connecticut,5/10/2020,-29,-26
US,United States,Connecticut,5/11/2020,-35,-46
US,United States,Connecticut,5/12/2020,-30,-46
US,United States,Connecticut,5/13/2020,-29,-46
US,United States,Connecticut,5/14/2020,-29,-46
US,United States,Connecticut,5/15/2020,-31,-45
US,United States,Connecticut,5/16/2020,-29,-26
US,United States,Connecticut,5/17/2020,-29,-24
US,United States,Connecticut,5/18/2020,-26,-44
US,United States,Connecticut,5/19/2020,-25,-44
US,United States,Connecticut,5/20/2020,-21,-44
US,United States,Connecticut,5/21/2020,-22,-44
US,United States,Connecticut,5/22/2020,-23,-43
US,United States,Connecticut,5/23/2020,-32,-25
US,United States,Connecticut,5/24/2020,-20,-20
US,United States,Connecticut,5/25/2020,-29,-74
US,United States,Delaware,2/15/2020,7,2
US,United States,Delaware,2/16/2020,6,2
US,United States,Delaware,2/17/2020,12,-23
US,United States,Delaware,2/18/2020,4,3
US,United States,Delaware,2/19/2020,2,2
US,United States,Delaware,2/20/2020,3,2
US,United States,Delaware,2/21/2020,1,2
US,United States,Delaware,2/22/2020,8,5
US,United States,Delaware,2/23/2020,6,2
US,United States,Delaware,2/24/2020,2,4
US,United States,Delaware,2/25/2020,1,2
US,United States,Delaware,2/26/2020,7,2
US,United States,Delaware,2/27/2020,6,2
US,United States,Delaware,2/28/2020,7,3
US,United States,Delaware,2/29/2020,12,6
US,United States,Delaware,3/1/2020,12,3
US,United States,Delaware,3/2/2020,10,4
US,United States,Delaware,3/3/2020,11,3
US,United States,Delaware,3/4/2020,10,1
US,United States,Delaware,3/5/2020,9,2
US,United States,Delaware,3/6/2020,1,1
US,United States,Delaware,3/7/2020,12,6
US,United States,Delaware,3/8/2020,10,2
US,United States,Delaware,3/9/2020,10,2
US,United States,Delaware,3/10/2020,8,1
US,United States,Delaware,3/11/2020,7,1
US,United States,Delaware,3/12/2020,9,-2
US,United States,Delaware,3/13/2020,6,-5
US,United States,Delaware,3/14/2020,-1,0
US,United States,Delaware,3/15/2020,-7,-8
US,United States,Delaware,3/16/2020,0,-19
US,United States,Delaware,3/17/2020,-17,-27
US,United States,Delaware,3/18/2020,-23,-30
US,United States,Delaware,3/19/2020,-26,-33
US,United States,Delaware,3/20/2020,-25,-34
US,United States,Delaware,3/21/2020,-34,-21
US,United States,Delaware,3/22/2020,-38,-29
US,United States,Delaware,3/23/2020,-31,-39
US,United States,Delaware,3/24/2020,-42,-44
US,United States,Delaware,3/25/2020,-47,-46
US,United States,Delaware,3/26/2020,-38,-45
US,United States,Delaware,3/27/2020,-40,-44
US,United States,Delaware,3/28/2020,-51,-34
US,United States,Delaware,3/29/2020,-47,-37
US,United States,Delaware,3/30/2020,-37,-45
US,United States,Delaware,3/31/2020,-39,-47
US,United States,Delaware,4/1/2020,-36,-47
US,United States,Delaware,4/2/2020,-37,-48
US,United States,Delaware,4/3/2020,-40,-47
US,United States,Delaware,4/4/2020,-47,-36
US,United States,Delaware,4/5/2020,-47,-39
US,United States,Delaware,4/6/2020,-37,-47
US,United States,Delaware,4/7/2020,-39,-49
US,United States,Delaware,4/8/2020,-38,-50
US,United States,Delaware,4/9/2020,-39,-51
US,United States,Delaware,4/10/2020,-42,-57
US,United States,Delaware,4/11/2020,-41,-37
US,United States,Delaware,4/12/2020,-65,-46
US,United States,Delaware,4/13/2020,-50,-53
US,United States,Delaware,4/14/2020,-36,-48
US,United States,Delaware,4/15/2020,-34,-49
US,United States,Delaware,4/16/2020,-36,-49
US,United States,Delaware,4/17/2020,-40,-48
US,United States,Delaware,4/18/2020,-45,-35
US,United States,Delaware,4/19/2020,-42,-37
US,United States,Delaware,4/20/2020,-37,-48
US,United States,Delaware,4/21/2020,-38,-48
US,United States,Delaware,4/22/2020,-35,-48
US,United States,Delaware,4/23/2020,-38,-49
US,United States,Delaware,4/24/2020,-42,-49
US,United States,Delaware,4/25/2020,-37,-30
US,United States,Delaware,4/26/2020,-48,-39
US,United States,Delaware,4/27/2020,-36,-46
US,United States,Delaware,4/28/2020,-31,-47
US,United States,Delaware,4/29/2020,-32,-48
US,United States,Delaware,4/30/2020,-38,-48
US,United States,Delaware,5/1/2020,-33,-46
US,United States,Delaware,5/2/2020,-32,-28
US,United States,Delaware,5/3/2020,-37,-34
US,United States,Delaware,5/4/2020,-26,-44
US,United States,Delaware,5/5/2020,-25,-45
US,United States,Delaware,5/6/2020,-34,-46
US,United States,Delaware,5/7/2020,-27,-45
US,United States,Delaware,5/8/2020,-33,-45
US,United States,Delaware,5/9/2020,-31,-25
US,United States,Delaware,5/10/2020,-27,-29
US,United States,Delaware,5/11/2020,-31,-43
US,United States,Delaware,5/12/2020,-27,-43
US,United States,Delaware,5/13/2020,-26,-43
US,United States,Delaware,5/14/2020,-26,-44
US,United States,Delaware,5/15/2020,-27,-43
US,United States,Delaware,5/16/2020,-29,-23
US,United States,Delaware,5/17/2020,-32,-27
US,United States,Delaware,5/18/2020,-25,-41
US,United States,Delaware,5/19/2020,-22,-42
US,United States,Delaware,5/20/2020,-25,-42
US,United States,Delaware,5/21/2020,-21,-42
US,United States,Delaware,5/22/2020,-30,-43
US,United States,Delaware,5/23/2020,-28,-19
US,United States,Delaware,5/24/2020,-27,-25
US,United States,Delaware,5/25/2020,-29,-71
US,United States,District of Columbia,2/15/2020,-2,-2
US,United States,District of Columbia,2/16/2020,6,0
US,United States,District of Columbia,2/17/2020,-10,-52
US,United States,District of Columbia,2/18/2020,-5,-5
US,United States,District of Columbia,2/19/2020,-2,-5
US,United States,District of Columbia,2/20/2020,1,-5
US,United States,District of Columbia,2/21/2020,-3,-5
US,United States,District of Columbia,2/22/2020,0,2
US,United States,District of Columbia,2/23/2020,3,3
US,United States,District of Columbia,2/24/2020,-2,5
US,United States,District of Columbia,2/25/2020,3,2
US,United States,District of Columbia,2/26/2020,3,1
US,United States,District of Columbia,2/27/2020,5,0
US,United States,District of Columbia,2/28/2020,3,1
US,United States,District of Columbia,2/29/2020,-6,1
US,United States,District of Columbia,3/1/2020,2,2
US,United States,District of Columbia,3/2/2020,0,5
US,United States,District of Columbia,3/3/2020,8,3
US,United States,District of Columbia,3/4/2020,14,1
US,United States,District of Columbia,3/5/2020,8,1
US,United States,District of Columbia,3/6/2020,2,0
US,United States,District of Columbia,3/7/2020,1,0
US,United States,District of Columbia,3/8/2020,11,1
US,United States,District of Columbia,3/9/2020,6,1
US,United States,District of Columbia,3/10/2020,5,-1
US,United States,District of Columbia,3/11/2020,0,-5
US,United States,District of Columbia,3/12/2020,-4,-9
US,United States,District of Columbia,3/13/2020,-12,-15
US,United States,District of Columbia,3/14/2020,-28,-9
US,United States,District of Columbia,3/15/2020,-35,-17
US,United States,District of Columbia,3/16/2020,-31,-40
US,United States,District of Columbia,3/17/2020,-40,-52
US,United States,District of Columbia,3/18/2020,-45,-56
US,United States,District of Columbia,3/19/2020,-46,-58
US,United States,District of Columbia,3/20/2020,-50,-56
US,United States,District of Columbia,3/21/2020,-60,-38
US,United States,District of Columbia,3/22/2020,-60,-42
US,United States,District of Columbia,3/23/2020,-59,-63
US,United States,District of Columbia,3/24/2020,-55,-64
US,United States,District of Columbia,3/25/2020,-61,-67
US,United States,District of Columbia,3/26/2020,-58,-66
US,United States,District of Columbia,3/27/2020,-59,-64
US,United States,District of Columbia,3/28/2020,-68,-47
US,United States,District of Columbia,3/29/2020,-64,-47
US,United States,District of Columbia,3/30/2020,-57,-65
US,United States,District of Columbia,3/31/2020,-61,-69
US,United States,District of Columbia,4/1/2020,-58,-70
US,United States,District of Columbia,4/2/2020,-61,-70
US,United States,District of Columbia,4/3/2020,-60,-67
US,United States,District of Columbia,4/4/2020,-67,-48
US,United States,District of Columbia,4/5/2020,-66,-49
US,United States,District of Columbia,4/6/2020,-60,-68
US,United States,District of Columbia,4/7/2020,-63,-71
US,United States,District of Columbia,4/8/2020,-62,-71
US,United States,District of Columbia,4/9/2020,-64,-71
US,United States,District of Columbia,4/10/2020,-65,-70
US,United States,District of Columbia,4/11/2020,-69,-48
US,United States,District of Columbia,4/12/2020,-72,-51
US,United States,District of Columbia,4/13/2020,-67,-71
US,United States,District of Columbia,4/14/2020,-62,-69
US,United States,District of Columbia,4/15/2020,-61,-70
US,United States,District of Columbia,4/16/2020,-64,-71
US,United States,District of Columbia,4/17/2020,-64,-67
US,United States,District of Columbia,4/18/2020,-70,-47
US,United States,District of Columbia,4/19/2020,-67,-48
US,United States,District of Columbia,4/20/2020,-62,-68
US,United States,District of Columbia,4/21/2020,-63,-69
US,United States,District of Columbia,4/22/2020,-61,-70
US,United States,District of Columbia,4/23/2020,-65,-70
US,United States,District of Columbia,4/24/2020,-65,-69
US,United States,District of Columbia,4/25/2020,-68,-47
US,United States,District of Columbia,4/26/2020,-69,-51
US,United States,District of Columbia,4/27/2020,-62,-68
US,United States,District of Columbia,4/28/2020,-62,-69
US,United States,District of Columbia,4/29/2020,-58,-69
US,United States,District of Columbia,4/30/2020,-66,-71
US,United States,District of Columbia,5/1/2020,-59,-66
US,United States,District of Columbia,5/2/2020,-62,-41
US,United States,District of Columbia,5/3/2020,-64,-44
US,United States,District of Columbia,5/4/2020,-57,-66
US,United States,District of Columbia,5/5/2020,-56,-68
US,United States,District of Columbia,5/6/2020,-62,-69
US,United States,District of Columbia,5/7/2020,-57,-68
US,United States,District of Columbia,5/8/2020,-63,-66
US,United States,District of Columbia,5/9/2020,-64,-42
US,United States,District of Columbia,5/10/2020,-60,-40
US,United States,District of Columbia,5/11/2020,-62,-67
US,United States,District of Columbia,5/12/2020,-59,-67
US,United States,District of Columbia,5/13/2020,-57,-66
US,United States,District of Columbia,5/14/2020,-59,-67
US,United States,District of Columbia,5/15/2020,-58,-64
US,United States,District of Columbia,5/16/2020,-62,-39
US,United States,District of Columbia,5/17/2020,-63,-40
US,United States,District of Columbia,5/18/2020,-59,-65
US,United States,District of Columbia,5/19/2020,-57,-66
US,United States,District of Columbia,5/20/2020,-58,-66
US,United States,District of Columbia,5/21/2020,-58,-66
US,United States,District of Columbia,5/22/2020,-61,-64
US,United States,District of Columbia,5/23/2020,-60,-34
US,United States,District of Columbia,5/24/2020,-60,-38
US,United States,District of Columbia,5/25/2020,-62,-78
US,United States,Florida,2/15/2020,2,-1
US,United States,Florida,2/16/2020,4,-2
US,United States,Florida,2/17/2020,5,-19
US,United States,Florida,2/18/2020,3,1
US,United States,Florida,2/19/2020,3,2
US,United States,Florida,2/20/2020,2,1
US,United States,Florida,2/21/2020,0,0
US,United States,Florida,2/22/2020,3,1
US,United States,Florida,2/23/2020,5,0
US,United States,Florida,2/24/2020,3,2
US,United States,Florida,2/25/2020,3,2
US,United States,Florida,2/26/2020,5,1
US,United States,Florida,2/27/2020,8,2
US,United States,Florida,2/28/2020,5,1
US,United States,Florida,2/29/2020,6,2
US,United States,Florida,3/1/2020,8,1
US,United States,Florida,3/2/2020,7,1
US,United States,Florida,3/3/2020,8,2
US,United States,Florida,3/4/2020,6,1
US,United States,Florida,3/5/2020,5,1
US,United States,Florida,3/6/2020,3,1
US,United States,Florida,3/7/2020,4,2
US,United States,Florida,3/8/2020,4,0
US,United States,Florida,3/9/2020,5,0
US,United States,Florida,3/10/2020,5,0
US,United States,Florida,3/11/2020,6,0
US,United States,Florida,3/12/2020,5,-1
US,United States,Florida,3/13/2020,1,-5
US,United States,Florida,3/14/2020,-6,-1
US,United States,Florida,3/15/2020,-9,-6
US,United States,Florida,3/16/2020,-6,-18
US,United States,Florida,3/17/2020,-11,-22
US,United States,Florida,3/18/2020,-19,-26
US,United States,Florida,3/19/2020,-23,-29
US,United States,Florida,3/20/2020,-29,-31
US,United States,Florida,3/21/2020,-39,-26
US,United States,Florida,3/22/2020,-43,-33
US,United States,Florida,3/23/2020,-37,-36
US,United States,Florida,3/24/2020,-38,-39
US,United States,Florida,3/25/2020,-38,-40
US,United States,Florida,3/26/2020,-40,-42
US,United States,Florida,3/27/2020,-44,-43
US,United States,Florida,3/28/2020,-49,-36
US,United States,Florida,3/29/2020,-50,-41
US,United States,Florida,3/30/2020,-42,-43
US,United States,Florida,3/31/2020,-42,-45
US,United States,Florida,4/1/2020,-37,-45
US,United States,Florida,4/2/2020,-39,-46
US,United States,Florida,4/3/2020,-47,-48
US,United States,Florida,4/4/2020,-53,-40
US,United States,Florida,4/5/2020,-57,-45
US,United States,Florida,4/6/2020,-47,-48
US,United States,Florida,4/7/2020,-46,-49
US,United States,Florida,4/8/2020,-46,-49
US,United States,Florida,4/9/2020,-46,-50
US,United States,Florida,4/10/2020,-47,-53
US,United States,Florida,4/11/2020,-49,-40
US,United States,Florida,4/12/2020,-66,-50
US,United States,Florida,4/13/2020,-47,-47
US,United States,Florida,4/14/2020,-46,-48
US,United States,Florida,4/15/2020,-42,-47
US,United States,Florida,4/16/2020,-44,-48
US,United States,Florida,4/17/2020,-44,-47
US,United States,Florida,4/18/2020,-49,-38
US,United States,Florida,4/19/2020,-48,-40
US,United States,Florida,4/20/2020,-44,-46
US,United States,Florida,4/21/2020,-41,-46
US,United States,Florida,4/22/2020,-41,-46
US,United States,Florida,4/23/2020,-43,-47
US,United States,Florida,4/24/2020,-47,-47
US,United States,Florida,4/25/2020,-45,-36
US,United States,Florida,4/26/2020,-47,-40
US,United States,Florida,4/27/2020,-38,-44
US,United States,Florida,4/28/2020,-38,-45
US,United States,Florida,4/29/2020,-38,-45
US,United States,Florida,4/30/2020,-40,-46
US,United States,Florida,5/1/2020,-36,-43
US,United States,Florida,5/2/2020,-40,-32
US,United States,Florida,5/3/2020,-40,-35
US,United States,Florida,5/4/2020,-32,-41
US,United States,Florida,5/5/2020,-31,-41
US,United States,Florida,5/6/2020,-33,-41
US,United States,Florida,5/7/2020,-33,-41
US,United States,Florida,5/8/2020,-33,-40
US,United States,Florida,5/9/2020,-33,-28
US,United States,Florida,5/10/2020,-35,-31
US,United States,Florida,5/11/2020,-31,-39
US,United States,Florida,5/12/2020,-30,-39
US,United States,Florida,5/13/2020,-29,-39
US,United States,Florida,5/14/2020,-31,-39
US,United States,Florida,5/15/2020,-33,-39
US,United States,Florida,5/16/2020,-32,-26
US,United States,Florida,5/17/2020,-33,-28
US,United States,Florida,5/18/2020,-31,-37
US,United States,Florida,5/19/2020,-26,-37
US,United States,Florida,5/20/2020,-25,-37
US,United States,Florida,5/21/2020,-26,-37
US,United States,Florida,5/22/2020,-26,-36
US,United States,Florida,5/23/2020,-28,-22
US,United States,Florida,5/24/2020,-30,-27
US,United States,Florida,5/25/2020,-34,-68
US,United States,Georgia,2/15/2020,5,1
US,United States,Georgia,2/16/2020,-2,-3
US,United States,Georgia,2/17/2020,4,-19
US,United States,Georgia,2/18/2020,-4,-5
US,United States,Georgia,2/19/2020,2,-2
US,United States,Georgia,2/20/2020,-6,-4
US,United States,Georgia,2/21/2020,2,-3
US,United States,Georgia,2/22/2020,5,4
US,United States,Georgia,2/23/2020,2,1
US,United States,Georgia,2/24/2020,-5,1
US,United States,Georgia,2/25/2020,5,2
US,United States,Georgia,2/26/2020,9,1
US,United States,Georgia,2/27/2020,10,2
US,United States,Georgia,2/28/2020,9,2
